userId,firstName,lastName,gender,location,level,sessionId,itemInSession,artist,song,length
16,Rylan,George,M,"Birmingham-Hoover, AL",paid,575,2,Five,Got The Feelin',207.62077
80,Tegan,Levine,F,"Portland-South Portland, ME",paid,611,17,Ra,Do You Call My Name,319.9473
16,Rylan,George,M,"Birmingham-Hoover, AL",paid,575,4,Coolio feat. L.V.,Gangsta's Paradise (LP Version),241.57995
30,Avery,Watkins,F,"San Jose-Sunnyvale-Santa Clara, CA",paid,324,18,Paramore,Misery Business (Album Version),211.51302
30,Avery,Watkins,F,"San Jose-Sunnyvale-Santa Clara, CA",paid,324,19,Leggo Beast,Itchy Feet,321.93261
16,Rylan,George,M,"Birmingham-Hoover, AL",paid,575,5,Nneka,Gypsy,226.79465
80,Tegan,Levine,F,"Portland-South Portland, ME",paid,611,18,Diam's,Dans Ma Bulle (Edit Radio - Live 2006),250.72281
16,Rylan,George,M,"Birmingham-Hoover, AL",paid,575,6,Haley Bonar,Give It Up,149.26322
80,Tegan,Levine,F,"Portland-South Portland, ME",paid,611,19,Mansun,Love Remains (Home Demo),140.53832
30,Avery,Watkins,F,"San Jose-Sunnyvale-Santa Clara, CA",paid,324,20,3 Doors Down,Here Without You,237.13914
16,Rylan,George,M,"Birmingham-Hoover, AL",paid,575,7,The Corrs,Toss The Feathers (Instrumental) ( LP Version ),168.07138
80,Tegan,Levine,F,"Portland-South Portland, ME",paid,611,20,Big Tymers,Big,197.79873
30,Avery,Watkins,F,"San Jose-Sunnyvale-Santa Clara, CA",paid,324,21,Thursday,I Am The Killer (Album Version),215.37914
16,Rylan,George,M,"Birmingham-Hoover, AL",paid,575,8,Motion City Soundtrack,Don't Call It A Comeback (Album Version),111.49016
80,Tegan,Levine,F,"Portland-South Portland, ME",paid,611,21,Usher,Hey Daddy (Daddy's Home),224.10404
16,Rylan,George,M,"Birmingham-Hoover, AL",paid,575,10,Juanes,No Siento Penas,233.40363
30,Avery,Watkins,F,"San Jose-Sunnyvale-Santa Clara, CA",paid,324,22,The Wombats,Kill The Director [Radio Edit],164.70159
80,Tegan,Levine,F,"Portland-South Portland, ME",paid,611,22,Katy Perry,I Kissed A Girl,179.40853
16,Rylan,George,M,"Birmingham-Hoover, AL",paid,575,11,As I Lay Dying,The Darkest Nights,231.78404
30,Avery,Watkins,F,"San Jose-Sunnyvale-Santa Clara, CA",paid,324,23,BjÃÂ¶rk,Undo,348.57751
80,Tegan,Levine,F,"Portland-South Portland, ME",paid,611,23,The Bobby Fuller Four,I Fought The Law (LP Version),138.60526
16,Rylan,George,M,"Birmingham-Hoover, AL",paid,575,12,Charly GarcÃÂ­a,Influencia,330.89261
80,Tegan,Levine,F,"Portland-South Portland, ME",paid,611,24,New Bomb Turks,Too Much,60.55138
80,Tegan,Levine,F,"Portland-South Portland, ME",paid,611,25,The Black Keys,All Hands Against His Own,196.91057
30,Avery,Watkins,F,"San Jose-Sunnyvale-Santa Clara, CA",paid,324,24,PeterLicht,Blaues Blau,305.97179
80,Tegan,Levine,F,"Portland-South Portland, ME",paid,611,26,John Mayer,Friends_ Lovers Or Nothing,359.23546
16,Rylan,George,M,"Birmingham-Hoover, AL",paid,575,13,Stone Temple Pilots,A Song For Sleeping (LP Version),255.32036
30,Avery,Watkins,F,"San Jose-Sunnyvale-Santa Clara, CA",paid,324,25,Bad Lieutenant,Head Into Tomorrow,266.84036
16,Rylan,George,M,"Birmingham-Hoover, AL",paid,575,14,Lily Allen,Smile Version Revisited (Mark Ronson Remix) (Explicit),192.49587
80,Tegan,Levine,F,"Portland-South Portland, ME",paid,611,27,Neil Halstead,A Gentle Heart,294.29506
30,Avery,Watkins,F,"San Jose-Sunnyvale-Santa Clara, CA",paid,324,26,Juanes,Un DÃÂ­a Normal,222.37995
16,Rylan,George,M,"Birmingham-Hoover, AL",paid,575,15,Distance,Ska,300.87791
30,Avery,Watkins,F,"San Jose-Sunnyvale-Santa Clara, CA",paid,324,27,Slipknot,The Heretic Anthem (Album Version),253.98812
80,Tegan,Levine,F,"Portland-South Portland, ME",paid,611,28,Franz Ferdinand,Tell Her Tonight,137.56036
16,Rylan,George,M,"Birmingham-Hoover, AL",paid,575,16,Jedi Mind Tricks,Suicide,232.88118
80,Tegan,Levine,F,"Portland-South Portland, ME",paid,611,29,Miles Davis,Stella By Starlight,285.20444
30,Avery,Watkins,F,"San Jose-Sunnyvale-Santa Clara, CA",paid,324,28,B.o.B,Nothin' On You [feat. Bruno Mars] (Album Version),269.63546
16,Rylan,George,M,"Birmingham-Hoover, AL",paid,575,17,The Avett Brothers,I And Love And You,300.85179
80,Tegan,Levine,F,"Portland-South Portland, ME",paid,611,30,Joshua Bell / Paul Coker,Caprice viennois op.2,275.93098
30,Avery,Watkins,F,"San Jose-Sunnyvale-Santa Clara, CA",paid,324,29,Bad Brains,Joshua's Song (1991 Digital Remaster),32.31302
30,Avery,Watkins,F,"San Jose-Sunnyvale-Santa Clara, CA",paid,324,30,Shakira ft. Wyclef Jean,Hips Don't Lie,215.90159
16,Rylan,George,M,"Birmingham-Hoover, AL",paid,575,18,Band Of Horses,The Funeral (Album Version),321.14893
80,Tegan,Levine,F,"Portland-South Portland, ME",paid,611,31,Alesana,Ambrosia,185.33832
30,Avery,Watkins,F,"San Jose-Sunnyvale-Santa Clara, CA",paid,324,31,Samy Deluxe,Einfach Ich,236.77342
80,Tegan,Levine,F,"Portland-South Portland, ME",paid,611,32,Corona,Higher Messiah,408.60689
30,Avery,Watkins,F,"San Jose-Sunnyvale-Santa Clara, CA",paid,324,32,The Presets,If I Know You,267.54567
30,Avery,Watkins,F,"San Jose-Sunnyvale-Santa Clara, CA",paid,324,33,Pixies,In Heaven,98.92526
80,Tegan,Levine,F,"Portland-South Portland, ME",paid,611,33,Existone,Wounded Soul,652.30322
30,Avery,Watkins,F,"San Jose-Sunnyvale-Santa Clara, CA",paid,324,34,John Mayer,Bold As Love,258.16771
30,Avery,Watkins,F,"San Jose-Sunnyvale-Santa Clara, CA",paid,324,35,Zakir Hussain,The Great ndian Desert,722.442
80,Tegan,Levine,F,"Portland-South Portland, ME",paid,611,34,Jag Panzer,Face Of Fear,200.38485
80,Tegan,Levine,F,"Portland-South Portland, ME",paid,611,35,Two Door Cinema Club,What You Know,189.67465
80,Tegan,Levine,F,"Portland-South Portland, ME",paid,611,36,Little Anthony & The Imperials,Hurt,127.42485
30,Avery,Watkins,F,"San Jose-Sunnyvale-Santa Clara, CA",paid,324,36,AndrÃÂ©s Cepeda,Me Lleva Tiempo,211.80036
80,Tegan,Levine,F,"Portland-South Portland, ME",paid,611,37,Herb Alpert And The Tijuana Brass,So What's New,132.80608
30,Avery,Watkins,F,"San Jose-Sunnyvale-Santa Clara, CA",paid,324,37,Ozma,Flight Of Yuri Gagarin,144.53506
80,Tegan,Levine,F,"Portland-South Portland, ME",paid,611,38,Ozric Tentacles,Mooncalf,461.21751
30,Avery,Watkins,F,"San Jose-Sunnyvale-Santa Clara, CA",paid,324,38,Evanescence,My Immortal (Album Version),263.78404
30,Avery,Watkins,F,"San Jose-Sunnyvale-Santa Clara, CA",paid,324,39,Weezer,Velouria,232.85506
43,Jahiem,Miles,M,"San Antonio-New Braunfels, TX",free,369,0,Flying Lotus,Bad Actors,115.33016
80,Tegan,Levine,F,"Portland-South Portland, ME",paid,611,39,Ben Folds,Bitches Ain't Shit,250.87955
30,Avery,Watkins,F,"San Jose-Sunnyvale-Santa Clara, CA",paid,324,40,matchbox twenty,Unwell (Album Version),229.14567
80,Tegan,Levine,F,"Portland-South Portland, ME",paid,611,40,Deftones,Feiticeira (LP Version),189.75302
30,Avery,Watkins,F,"San Jose-Sunnyvale-Santa Clara, CA",paid,324,41,Silverchair,Without You (Album Version),319.13751
80,Tegan,Levine,F,"Portland-South Portland, ME",paid,611,41,Muse,Map Of The Problematique,258.06322
30,Avery,Watkins,F,"San Jose-Sunnyvale-Santa Clara, CA",paid,324,42,Zen CafÃÂ©,Kotona kaikuu,259.02975
80,Tegan,Levine,F,"Portland-South Portland, ME",paid,611,42,Mariah Carey / Twista,One And Only,194.7424
30,Avery,Watkins,F,"San Jose-Sunnyvale-Santa Clara, CA",paid,324,43,Strike Anywhere,Gunpowder,120.00608
30,Avery,Watkins,F,"San Jose-Sunnyvale-Santa Clara, CA",paid,324,44,Tri Sestry,Had Stupid,97.72363
30,Avery,Watkins,F,"San Jose-Sunnyvale-Santa Clara, CA",paid,324,45,Don Williams,If Hollywood Don't Need You,191.03302
30,Avery,Watkins,F,"San Jose-Sunnyvale-Santa Clara, CA",paid,324,46,The Nerves,Are You Famous?,92.86485
30,Avery,Watkins,F,"San Jose-Sunnyvale-Santa Clara, CA",paid,324,47,Ulf Wakenius,Good Morning Susie Soho,324.15302
30,Avery,Watkins,F,"San Jose-Sunnyvale-Santa Clara, CA",paid,324,48,The Kooks,She Moves In Her Own Way,168.72444
30,Avery,Watkins,F,"San Jose-Sunnyvale-Santa Clara, CA",paid,324,49,New Radicals,You Get What You Give,300.82567
30,Avery,Watkins,F,"San Jose-Sunnyvale-Santa Clara, CA",paid,324,50,Wolfmother,Where Eagles Have Been,333.7922
30,Avery,Watkins,F,"San Jose-Sunnyvale-Santa Clara, CA",paid,324,51,The Shins,Spilt Needles (Album),225.61914
30,Avery,Watkins,F,"San Jose-Sunnyvale-Santa Clara, CA",paid,324,52,Nickel Creek,Reasons Why,248.58077
30,Avery,Watkins,F,"San Jose-Sunnyvale-Santa Clara, CA",paid,324,53,Pigeon John,Crazy,180.00934
30,Avery,Watkins,F,"San Jose-Sunnyvale-Santa Clara, CA",paid,324,54,Eels,Love Of The Loveless,211.48689
30,Avery,Watkins,F,"San Jose-Sunnyvale-Santa Clara, CA",paid,324,55,Harmonia,Sehr kosmisch,655.77751
30,Avery,Watkins,F,"San Jose-Sunnyvale-Santa Clara, CA",paid,324,56,Marina And The Diamonds,Oh No! (album version),182.59546
30,Avery,Watkins,F,"San Jose-Sunnyvale-Santa Clara, CA",paid,324,57,Eminem,The Real Slim Shady,284.86485
30,Avery,Watkins,F,"San Jose-Sunnyvale-Santa Clara, CA",paid,324,58,Hassisen Kone,REIPPAINA KÃÂYMME REKKAIN ALLE,162.61179
30,Avery,Watkins,F,"San Jose-Sunnyvale-Santa Clara, CA",paid,324,59,Dwight Yoakam,You're The One,239.3073
30,Avery,Watkins,F,"San Jose-Sunnyvale-Santa Clara, CA",paid,324,60,Sunlounger,White Sand,594.15465
30,Avery,Watkins,F,"San Jose-Sunnyvale-Santa Clara, CA",paid,324,61,Youssou N'Dour,Tan bi (Heat_ Breeze_ Tenderness) / Chaleur_ brise_ tendress,238.39302
30,Avery,Watkins,F,"San Jose-Sunnyvale-Santa Clara, CA",paid,324,62,The Decemberists,Red Right Ankle,209.08363
30,Avery,Watkins,F,"San Jose-Sunnyvale-Santa Clara, CA",paid,324,63,The Ruts,Savage Circle,185.75628
30,Avery,Watkins,F,"San Jose-Sunnyvale-Santa Clara, CA",paid,324,64,Adrian Legg,The One-Eyed Turk,122.77506
30,Avery,Watkins,F,"San Jose-Sunnyvale-Santa Clara, CA",paid,324,66,Bedrock,Set In Stone,664.0322
97,Kate,Harrell,F,"Lansing-East Lansing, MI",paid,605,0,Prince & The Revolution,Let's Go Crazy (LP Version),280.00608
97,Kate,Harrell,F,"Lansing-East Lansing, MI",paid,605,1,The Zombies,She's Coming Home,157.33506
97,Kate,Harrell,F,"Lansing-East Lansing, MI",paid,605,2,Portishead,Numb,238.0273
30,Avery,Watkins,F,"San Jose-Sunnyvale-Santa Clara, CA",paid,324,67,Jack Johnson,Breakdown,212.68853
97,Kate,Harrell,F,"Lansing-East Lansing, MI",paid,605,3,Justice,Let There Be Lite (Album Version),205.50485
30,Avery,Watkins,F,"San Jose-Sunnyvale-Santa Clara, CA",paid,324,68,Snow Patrol,Set Down Your Glass,223.18975
97,Kate,Harrell,F,"Lansing-East Lansing, MI",paid,605,4,Lemon Jelly,Nice Weather For Ducks,238.47138
30,Avery,Watkins,F,"San Jose-Sunnyvale-Santa Clara, CA",paid,324,69,The Lucksmiths,Tale Of Two Cities,153.70404
97,Kate,Harrell,F,"Lansing-East Lansing, MI",paid,605,5,Ben Kweller,Magic,188.60363
30,Avery,Watkins,F,"San Jose-Sunnyvale-Santa Clara, CA",paid,324,70,Fedde le Grand Pres. Flamingo,Take No Shhh (Original Mix),396.32934
97,Kate,Harrell,F,"Lansing-East Lansing, MI",paid,605,6,Rodrigo y Gabriela,VIKING MAN,233.40363
97,Kate,Harrell,F,"Lansing-East Lansing, MI",paid,605,7,Black Eyed Peas,I Gotta Feeling,289.12281
30,Avery,Watkins,F,"San Jose-Sunnyvale-Santa Clara, CA",paid,324,71,Five Iron Frenzy,Canada,236.09424
50,Ava,Robinson,F,"New Haven-Milford, CT",free,598,0,Creedence Clearwater Revival,Down On The Corner,164.57098
50,Ava,Robinson,F,"New Haven-Milford, CT",free,598,1,Kings Of Leon,Camaro,186.69669
30,Avery,Watkins,F,"San Jose-Sunnyvale-Santa Clara, CA",paid,324,72,Fireflight,Unbreakable,201.16853
97,Kate,Harrell,F,"Lansing-East Lansing, MI",paid,605,8,Steppenwolf,Born To Be Wild,208.14322
50,Ava,Robinson,F,"New Haven-Milford, CT",free,598,2,New Found Glory,the king of wishful thinking,222.69342
30,Avery,Watkins,F,"San Jose-Sunnyvale-Santa Clara, CA",paid,324,73,The Pussycat Dolls,Elevator,221.1522
97,Kate,Harrell,F,"Lansing-East Lansing, MI",paid,605,9,Eric Clapton,Willie And The Hand Jive,208.48281
60,Devin,Larson,M,"Tampa-St. Petersburg-Clearwater, FL",free,531,1,Josh Groban,Little Drummer Boy [featuring guitarist Andy McKee] (Album Version),260.70159
30,Avery,Watkins,F,"San Jose-Sunnyvale-Santa Clara, CA",paid,324,74,The Dresden Dolls,Coin-Operated Boy,286.40608
97,Kate,Harrell,F,"Lansing-East Lansing, MI",paid,605,10,Pixies,Where Is My Mind?,229.3024
60,Devin,Larson,M,"Tampa-St. Petersburg-Clearwater, FL",free,531,2,Creedence Clearwater Revival,I Put A Spell On You,271.882
97,Kate,Harrell,F,"Lansing-East Lansing, MI",paid,605,11,The Smiths,Girlfriend In A Coma,123.01016
30,Avery,Watkins,F,"San Jose-Sunnyvale-Santa Clara, CA",paid,324,75,Danger Doom,No Names (Black Debbie) (Album Version),187.27138
97,Kate,Harrell,F,"Lansing-East Lansing, MI",paid,605,12,Taylor Swift,Love Story,233.89995
30,Avery,Watkins,F,"San Jose-Sunnyvale-Santa Clara, CA",paid,324,76,Vilma Palma e Vampiros,La pachanga,281.99138
97,Kate,Harrell,F,"Lansing-East Lansing, MI",paid,605,13,Busta Rhymes feat. Pharrell,Light Your Ass On Fire,220.47302
30,Avery,Watkins,F,"San Jose-Sunnyvale-Santa Clara, CA",paid,324,77,Little People,Above The Clouds,230.1122
97,Kate,Harrell,F,"Lansing-East Lansing, MI",paid,605,14,Dwight Yoakam,You're The One,239.3073
30,Avery,Watkins,F,"San Jose-Sunnyvale-Santa Clara, CA",paid,324,78,Amy Winehouse,He Can Only Hold Her,164.85832
97,Kate,Harrell,F,"Lansing-East Lansing, MI",paid,605,15,Ernie K-Doe,Te-Ta-Te-Ta-Ta (2002 Digital Remaster),160.96608
30,Avery,Watkins,F,"San Jose-Sunnyvale-Santa Clara, CA",paid,324,79,Alesana,Congratulations_ I Hate You,242.49424
97,Kate,Harrell,F,"Lansing-East Lansing, MI",paid,605,16,Dwight Yoakam,You're The One,239.3073
30,Avery,Watkins,F,"San Jose-Sunnyvale-Santa Clara, CA",paid,324,80,Gazpacho,Premonicion,253.51791
97,Kate,Harrell,F,"Lansing-East Lansing, MI",paid,605,17,Black Lips,Lock and Key,162.76853
97,Kate,Harrell,F,"Lansing-East Lansing, MI",paid,605,18,Kanye West,Stronger,311.84934
30,Avery,Watkins,F,"San Jose-Sunnyvale-Santa Clara, CA",paid,324,81,Arcade Fire,Neon Bible,136.69832
30,Avery,Watkins,F,"San Jose-Sunnyvale-Santa Clara, CA",paid,324,82,Barry Tuckwell/Academy of St Martin-in-the-Fields/Sir Neville Marriner,Horn Concerto No. 4 in E flat K495: II. Romance (Andante cantabile),277.15873
97,Kate,Harrell,F,"Lansing-East Lansing, MI",paid,605,19,Fanfarlo,I'm a Pilot,270.78485
30,Avery,Watkins,F,"San Jose-Sunnyvale-Santa Clara, CA",paid,324,83,Crystal Castles,Empathy,251.08853
97,Kate,Harrell,F,"Lansing-East Lansing, MI",paid,605,20,Zeca Baleiro,Brigitte Bardot,452.8322
30,Avery,Watkins,F,"San Jose-Sunnyvale-Santa Clara, CA",paid,324,86,Angus & Julia Stone,Just A Boy,236.95628
30,Avery,Watkins,F,"San Jose-Sunnyvale-Santa Clara, CA",paid,324,87,Julian Casablancas,4 Chords of the Apocalypse,302.47138
97,Kate,Harrell,F,"Lansing-East Lansing, MI",paid,605,21,Fat Joe,Safe 2 Say [The Incredible] (Album Version - Amended),241.34485
30,Avery,Watkins,F,"San Jose-Sunnyvale-Santa Clara, CA",paid,324,88,Usher Featuring Lil' Jon & Ludacris,Yeah!,250.38322
97,Kate,Harrell,F,"Lansing-East Lansing, MI",paid,605,22,Pat Benatar,Don't Walk Away,290.37669
30,Avery,Watkins,F,"San Jose-Sunnyvale-Santa Clara, CA",paid,324,89,Fergie,Losing My Ground,248.39791
97,Kate,Harrell,F,"Lansing-East Lansing, MI",paid,605,23,Muse,Supermassive Black Hole (Twilight Soundtrack Version),209.50159
30,Avery,Watkins,F,"San Jose-Sunnyvale-Santa Clara, CA",paid,324,90,Two Door Cinema Club,Undercover Martyn,168.09751
97,Kate,Harrell,F,"Lansing-East Lansing, MI",paid,605,24,Spineshank,Intake (Album Version),167.26159
30,Avery,Watkins,F,"San Jose-Sunnyvale-Santa Clara, CA",paid,324,91,Whitney Houston Duet With Mariah Carey,When You Believe,273.34485
97,Kate,Harrell,F,"Lansing-East Lansing, MI",paid,605,25,Death Cab for Cutie,Transatlanticism,488.64608
30,Avery,Watkins,F,"San Jose-Sunnyvale-Santa Clara, CA",paid,324,92,Noir DÃÂ©sir,Ces Gens LÃÂ ,374.77832
97,Kate,Harrell,F,"Lansing-East Lansing, MI",paid,605,26,Paramore,Emergency (Album Version),243.51302
30,Avery,Watkins,F,"San Jose-Sunnyvale-Santa Clara, CA",paid,324,93,My Chemical Romance,Cemetery Drive (Album Version),188.05506
97,Kate,Harrell,F,"Lansing-East Lansing, MI",paid,605,27,Vincent Vincent And The Villains,On My Own,154.64444
30,Avery,Watkins,F,"San Jose-Sunnyvale-Santa Clara, CA",paid,324,94,Phoenix,Run Run Run,229.79873
97,Kate,Harrell,F,"Lansing-East Lansing, MI",paid,605,28,Beastie Boys,Skills To Pay The Bills,193.54077
32,Lily,Burns,F,"New York-Newark-Jersey City, NY-NJ-PA",free,554,0,Natasha Bedingfield,These Words,216.65914
30,Avery,Watkins,F,"San Jose-Sunnyvale-Santa Clara, CA",paid,324,95,Calle 13,AtrÃÂ©vete te te,239.3073
97,Kate,Harrell,F,"Lansing-East Lansing, MI",paid,605,29,Sondre Lerche,Modern Nature,215.71873
32,Lily,Burns,F,"New York-Newark-Jersey City, NY-NJ-PA",free,554,1,Cecilia,Ultimo Baile,157.77914
30,Avery,Watkins,F,"San Jose-Sunnyvale-Santa Clara, CA",paid,324,96,Air,Mayfair Song,258.58567
97,Kate,Harrell,F,"Lansing-East Lansing, MI",paid,605,30,Five Iron Frenzy,Canada,236.09424
32,Lily,Burns,F,"New York-Newark-Jersey City, NY-NJ-PA",free,554,2,Kings Of Convenience,Riot On An Empty Street,245.02812
30,Avery,Watkins,F,"San Jose-Sunnyvale-Santa Clara, CA",paid,324,97,Rhonda Vincent,You're In My Heart,142.78485
97,Kate,Harrell,F,"Lansing-East Lansing, MI",paid,605,31,Soulwax,E Talking,277.002
32,Lily,Burns,F,"New York-Newark-Jersey City, NY-NJ-PA",free,554,3,Red,Mystery of You,227.52608
30,Avery,Watkins,F,"San Jose-Sunnyvale-Santa Clara, CA",paid,324,98,Sugababes,Overload,275.93098
32,Lily,Burns,F,"New York-Newark-Jersey City, NY-NJ-PA",free,554,4,Eminem / Dr. Dre,Say What You Say,309.83791
